Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Pasir Ris (Central),2019,3,1,0,0,0,0,—,—,—,—,—
Pasir Ris (Central),2019,3,2,0,0,0,0,—,—,—,—,—
Pasir Ris (Central),2019,3,3,0,0,0,0,—,—,—,—,—
Pasir Ris (Central),2019,3,4,0,0,0,0,—,—,—,—,—
Pasir Ris (Central),2019,3,5,0,0,0,0,—,—,—,—,—
Pasir Ris (Central),2019,3,6,0,0,0,0,—,—,—,—,—
Pasir Ris (Central),2019,3,7,0,0,0,0,—,—,—,—,—
Pasir Ris (Central),2019,3,8,0,0,0,0,—,—,—,—,—
Pasir Ris (Central),2019,3,9,0,0,0,0,—,—,—,—,—
Pasir Ris (Central),2019,3,10,0,0,0,0,—,—,—,—,—
Pasir Ris (Central),2019,3,11,15.4,11.6,14.2,15.4,—,—,—,—,—
Pasir Ris (Central),2019,3,12,2,2,2,2,—,—,—,—,—
Pasir Ris (Central),2019,3,13,0,0,0,0,—,—,—,—,—
Pasir Ris (Central),2019,3,14,0,0,0,0,—,—,—,—,—
Pasir Ris (Central),2019,3,15,0,0,0,0,—,—,—,—,—
Pasir Ris (Central),2019,3,16,0,0,0,0,—,—,—,—,—
Pasir Ris (Central),2019,3,17,0,0,0,0,—,—,—,—,—
Pasir Ris (Central),2019,3,18,0,0,0,0,—,—,—,—,—
Pasir Ris (Central),2019,3,19,0,0,0,0,—,—,—,—,—
Pasir Ris (Central),2019,3,20,0,0,0,0,—,—,—,—,—
Pasir Ris (Central),2019,3,21,14,7.2,7.2,13.8,—,—,—,—,—
Pasir Ris (Central),2019,3,22,0,0,0,0,—,—,—,—,—
Pasir Ris (Central),2019,3,23,0,0,0,0,—,—,—,—,—
Pasir Ris (Central),2019,3,24,0,0,0,0,—,—,—,—,—
Pasir Ris (Central),2019,3,25,4,3.2,3.4,4,—,—,—,—,—
Pasir Ris (Central),2019,3,26,0,0,0,0,—,—,—,—,—
Pasir Ris (Central),2019,3,27,0,0,0,0,—,—,—,—,—
Pasir Ris (Central),2019,3,28,25.2,20,24.6,25.2,—,—,—,—,—
Pasir Ris (Central),2019,3,29,0,0,0,0,—,—,—,—,—
Pasir Ris (Central),2019,3,30,0,0,0,0,—,—,—,—,—
Pasir Ris (Central),2019,3,31,0.2,0.2,0.2,0.2,—,—,—,—,—
